the svc can be a bit rude at times, esp if you have big group, but overall the restaurant is a must!	service#-1	anecdotes/miscellaneous#-1
while the place is not a hotspot hangout, the drinks are unique and pack a lot of bang for the buck.	food#-1	ambience#-1	price#-1
it's a shame that a nice, convenient place like the pink pony can be so ruined by lousy service.	service#-1	ambience#-1
as much as i like the food there, i can't bring myself to go back.	anecdotes/miscellaneous#-1	food#-1
nha trang, while being notorious for utter lack of comfort and decor, horribly slow wait staff and horribly quick meals, is one of the best vietnamese restaurants i've ever been to. the pho is delicious and comes with very fresh vegetables.	food#-1	service#-1	ambience#-1
if i could rate the people this place would be off the charts - unfortunately - the pizza, sorry - not the best in nyc.	food#-1	service#-1
the portions are now very small, the sauces are overly-ambitious usually inedible while the service is still good, the restaurant, due to its popularity, seems frantic.	food#-1	service#-1
the service is a little scatty at times but all is forgiven when the food arrives.	food#-1	service#-1
the atmosphere isn't the greatest , but i suppose that's how they keep the prices down .	ambience#-1	price#-1
i would go again if i didn't have to pay.	anecdotes/miscellaneous#-1	price#-1
delicious food at a great price but do not go here on a cold day and sit by the front door.	food#-1	price#-1	ambience#-1
overall, i'm still impressed that the place even exists and the prices are quite decent but then again, its chinatown.	price#-1	anecdotes/miscellaneous#-1
decent thai food in cute - though a bit dank - little nolita hangout, but service terrible.	food#-1	service#-1
sushi wasn't anything spectacular for the price.	price#-1	food#-1
so, for good food i'd recommend it, but not for a fun night out.	food#-1	ambience#-1
while the food was good (certainly no il mulino) the service was horrendous.	food#-1	service#-1
the food was very expensive (we spent $160 for lunch for two) but extremely tasty.	food#-1	price#-1
we were a group of 8 and well served.	service#-1	anecdotes/miscellaneous#-1
an excellent alternative to fast food joints and ordering in but, the food was slightly disappointing.	food#-1	anecdotes/miscellaneous#-1
sometimes i get good food and ok service.	food#-1	service#-1
it's a place for people who pay a lot for mediocre food, noise and a chance to be with their fellow bridge and tunnel folks.	food#-1	ambience#-1	price#-1
we actually gave 10% tip (which we have never done despite mediocre food and service), because we felt totally ripped off.	food#-1	service#-1	price#-1
while we enjoyed the food, we were highly disappointed by the poor service (waiter was not quite competent and slow service) and lack of remorse.	food#-1	service#-1
i have eaten at saul, many times, the food is always consistently, outrageously good.	food#-1	anecdotes/miscellaneous#-1
although the tables may be closely situated, the candle light, food quality and service overcompensate.	food#-1	service#-1
tasty but expensive.	food#-1	price#-1
i am relatively new to the area and tried pick a bagel on 2nd and was disappointed with the service and i thought the food was overrated and on the pricey side.	anecdotes/miscellaneous#-1	service#-1	price#-1	food#-1
the food is expensive, but worth every bite.	price#-1	food#-1
i was in love with pongsri on 48th, but compared to suan it is slow in service and overpriced.	anecdotes/miscellaneous#-1	service#-1	price#-1
wait staff is blatantly unappreciative of your business but its the best pie on the uws!	food#-1	service#-1
having discovered ping's on the internet, we entered with qualms but were instantly put to ease by the fish tanks that greet you as u walk in.	anecdotes/miscellaneous#-1	ambience#-1
overall the restaurant is more expensive than our other sushi favorites, but everything was delicious.	food#-1	price#-1
the menu is prix fixe, so be prepared to spend at least $60 per person, but it is well worth it superb food.	price#-1	food#-1
when we left at 8:00 pm, it was packed and noisy.	anecdotes/miscellaneous#-1	ambience#-1
aside from the rushed service, we were very impressed with the food and the drinks.	food#-1	service#-1
while the new restaurant still features much of the same classical furniture that made tiffin so attractive, the menu has been overhauled.	anecdotes/miscellaneous#-1	ambience#-1	food#-1
the people with carts of food don't understand you because they don't speak english, their job is to give you the delicious food you point at.	anecdotes/miscellaneous#-1	service#-1	food#-1
not the greatest sushi place, but excellent for a $19.95 all you can eat.	food#-1	price#-1
the food was mediocre at best but it was the horrible service that made me vow never to go back.	food#-1	service#-1
other than being a little crowded and a bit overpriced, the atmosphere is filled with energy (and the beautiful people of course) and the food was surprising good!	food#-1	price#-1
the first time i went, and was completely taken by the live jazz band and atmosphere, i ordered the lobster cobb salad.	food#-1	ambience#-1
this place has good potential, but needs a significant amount of work before we can justify spending that much money on indian food you can get everywhere else.	anecdotes/miscellaneous#-1	price#-1	food#-1
if you've ever been along the river in weehawken you have an idea of the top of view the chart house has to offer.	anecdotes/miscellaneous#-1	ambience#-1
total hipster-wannabe attitude in an otherwise sweet spot.	service#-1	ambience#-1
the food was just ok, i would never go back.	food#-1	anecdotes/miscellaneous#-1
my fiance took me to scopa last week for my birthday and i couldn't believe the food.	anecdotes/miscellaneous#-1	food#-1
a bit breezy up there on the mezzanine from the wind coming from the tracks.	anecdotes/miscellaneous#-1	ambience#-1
the food itself was just ok - nothing spectacular - but the service was awful.	food#-1	service#-1
however, go for the ambience, and consider the food just a companion for a trip across the world!	ambience#-1	food#-1
also, if you don't want to sit at a certain table, you don't have to!	anecdotes/miscellaneous#-1	service#-1
a little pricey but it really hits the spot on a sunday morning!	price#-1	anecdotes/miscellaneous#-1
the staff isn't the friendliest or most competent, and i am stickler for service, but everything else about this place makes up for it.	service#-1	anecdotes/miscellaneous#-1
service is friendly, prices are good - delivery time was a little slow, but for the way this pizza tastes, i'm willing to overlook it.	price#-1	food#-1
the place is small and cramped but the food is fantastic.	food#-1	ambience#-1
a little crowded but they move that line really fast!	service#-1	ambience#-1
the food there is so good that even to order out the wait is incredible.	food#-1	service#-1
thalia is a beautiful restaurant with beautiful people serving you, but the food doesn't quite match up.	food#-1	service#-1
the service is friendly, if not the most prompt in the world, the food is great, and the prices, while not cheap, won't put your wallet out of commission.	food#-1	service#-1
i do suggest to ask to be seated upstairs if you are looking to be a little cozy.	anecdotes/miscellaneous#-1	ambience#-1
i would recommend roxy's for that, but not for their food.	food#-1	anecdotes/miscellaneous#-1
the puke green walls leave a lot to be desired, but the food is very good.	food#-1	ambience#-1
no food snobs allowed, this place is for people who appreciate good food.	anecdotes/miscellaneous#-1	food#-1
while sapphire is certainly not lacking in ambiance, and probably has the best decor of any indian restaurant i have been to in new york city, the food was not what i had hoped for.	food#-1	ambience#-1
i have been a longtime fan of holy basil in the east village, and while i do believe their food has slightly slipped in quality, i have been hesitant to be disloyal.	anecdotes/miscellaneous#-1	food#-1
you don't go to mizu for excellent service, you go for the large amounts of food, the amiable atmosphere, and the hole-in-the-wall feeling of the place.	food#-1	service#-1	ambience#-1
the food here is rather good, but only if you like to wait for it.	food#-1	service#-1
we actually left hungry and went across the street to wo hop at 15 mott street for some good chinese food.	anecdotes/miscellaneous#-1	food#-1
bottom line: b+ for the food, f for the service.	food#-1	service#-1
i went here with a friend on a whim, we went someplace else first and couldn't get a table.	anecdotes/miscellaneous#-1	service#-1
20 minutes for our reservation but it gave us time to have a few cocktails and enjoy our surroundings and each other.	anecdotes/miscellaneous#-1	ambience#-1
in any event, even though its a bit on the pricey side, we still love this restaurant and will definitely go back.	anecdotes/miscellaneous#-1	price#-1
our waiter was fine, the place looks nice in that not-trying-too-hard way, but at those prices, a little more should be expected of your food.	service#-1	ambience#-1	price#-1	food#-1
average to good thai food, but terrible delivery.	food#-1	service#-1
the space is nice but when we order our drink we were in for a surprise.	anecdotes/miscellaneous#-1	ambience#-1
this is, by far, my favorite restaurant in nyc and i only wish it were more affordable so i could go more often!	anecdotes/miscellaneous#-1	price#-1
we all had the tasting menu and unlike some of the other reviews, i felt there was more than enough food.	anecdotes/miscellaneous#-1	food#-1
- for dessert we split chocolate cake and vanilla gelato (with espresso), which were tasty, but i thought a bit overpriced.	food#-1	price#-1
we ran a little late for the reservation but it wasn't a problem to get our table immediately.	anecdotes/miscellaneous#-1	service#-1
we arrived on time for our reservation and seated promptly.	anecdotes/miscellaneous#-1	service#-1
you will pay a lot for the decore, but the food is no better or worse than a lot of other chinese and asian fusion places in ny.	food#-1	price#-1	ambience#-1
while this is a pretty place in that overly cute french way, the food was insultingly horrible.	food#-1	ambience#-1
staffs are not that friendly, but the taste covers all.	food#-1	service#-1
the tables are crammed way too close, the menu is typical of any italian restaurant, and the wine list is simply overpriced.	food#-1	ambience#-1	price#-1
the sushi is average and the prices are anything but.	food#-1	price#-1
while the room is not particularly comfortable, once you're seated you'll forget about everything except what's on your plate.	food#-1	ambience#-1
i've lived in nyc all my life and had never before seen so many waterbugs in one place (except in a really bad dream).	anecdotes/miscellaneous#-1	ambience#-1
edible but really a ripoff at those prices given whats in the area.	food#-1	price#-1
do not try unless you're just going there to hang out like the rest of the hipsters who apparently have no sense of taste.	anecdotes/miscellaneous#-1	ambience#-1
the place is small and intimate and you may feel a little crowded, but the service is excellent and it's great for friends out, a romantic date, or a special occasion.	service#-1	ambience#-1
the sushi has been from average to below average, the wait service has always been sub-par the atmosphere goes from nice to really irritating (if you sit in the area beyond the kitchen, the acoustics are horrid, everything echoes is extremely loud).	food#-1	service#-1
spreads and toppings are great - though a bit pricey.	food#-1	price#-1
the cafe itself was really nice with comfortable outdoor chairs and tables, but the service could have been better.	service#-1	ambience#-1
good food at the restaurant (a bit expensive, but great if you want to impress your date).	food#-1	price#-1
from the moment we walked in they were more than accommodating even though the place was packed.	service#-1	ambience#-1
the drinks are a saving grace, but service staff, please, get over yourselves.	food#-1	service#-1
while this can hardly be called a restaurant, it is possibly the best deal in manhattan: $4 for a plate heaped with rice and 2-3 entrees.	ambience#-1	price#-1
such nice people working here - but i have to review the food.	food#-1	service#-1
the service was mediocre, and the lack of air conditioning made for a less than comfortable meal.	service#-1	ambience#-1
however, if you want great food at a great price and don't mind the decor, you can't beat this place.	food#-1	ambience#-1	price#-1
sake collection was excellent (try nanbu bijin), but pricey.	food#-1	price#-1
